Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
January 31 2022,Stevens,WA,Truck,0,0,0,18913,18913,0
March 31 2022,San Juan,WA,Truck,1,0,1,5993,5994,0.02
February 28 2023,Cowlitz,WA,Truck,7,0,7,28307,28314,0.02
August 31 2022,Island,WA,Passenger,853,378,1231,61492,62723,1.96
April 30 2022,Thurston,WA,Truck,3,0,3,55462,55465,0.01
February 28 2023,Clark,WA,Truck,70,0,70,81498,81568,0.09
April 30 2022,Pend Oreille,WA,Passenger,16,10,26,9010,9036,0.29
January 31 2023,Benton,WA,Truck,13,0,13,43285,43298,0.03
March 31 2022,Yakima,WA,Passenger,312,181,493,167557,168050,0.29
November 30 2022,Klickitat,WA,Truck,3,0,3,8239,8242,0.04
May 31 2022,Columbia,WA,Passenger,7,0,7,2437,2444,0.29
May 31 2022,Pierce,WA,Truck,5,0,5,142063,142068,0
November 30 2022,Cowlitz,WA,Passenger,389,187,576,70121,70697,0.81
January 31 2023,Skagit,WA,Passenger,954,365,1319,89178,90497,1.46
May 31 2023,Jefferson,WA,Passenger,552,260,812,24267,25079,3.24
December 31 2023,Adams,WA,Truck,3,0,3,5357,5360,0.06
June 30 2023,Whatcom,WA,Truck,57,0,57,42696,42753,0.13
December 31 2022,Mason,WA,Passenger,368,188,556,46777,47333,1.17
May 31 2022,Adams,WA,Truck,0,0,0,5474,5474,0
December 31 2023,Franklin,WA,Truck,9,0,9,20874,20883,0.04
May 31 2022,King,WA,Passenger,39971,11041,51012,1345690,1396702,3.65
June 30 2023,Clark,WA,Truck,97,0,97,81393,81490,0.12
August 31 2023,Chelan,WA,Truck,33,0,33,23178,23211,0.14
August 31 2023,Thurston,WA,Truck,70,0,70,53754,53824,0.13
May 31 2022,Garfield,WA,Passenger,0,3,3,1321,1324,0.23
October 31 2023,Whatcom,WA,Passenger,2823,994,3817,147753,151570,2.52
January 31 2023,Clark,WA,Truck,62,0,62,81704,81766,0.08
December 31 2023,Cowlitz,WA,Truck,13,0,13,27939,27952,0.05
February 28 2022,Mason,WA,Truck,0,0,0,21145,21145,0
March 31 2022,Asotin,WA,Truck,0,0,0,6746,6746,0
January 31 2022,Adams,WA,Passenger,17,14,31,13016,13047,0.24
September 30 2022,Franklin,WA,Truck,2,0,2,20899,20901,0.01
December 31 2023,Wahkiakum,WA,Passenger,32,22,54,3051,3105,1.74
March 31 2022,Snohomish,WA,Passenger,7660,2361,10021,534290,544311,1.84
October 31 2022,Benton,WA,Passenger,865,485,1350,135489,136839,0.99
February 28 2023,Okanogan,WA,Truck,2,0,2,16437,16439,0.01
December 31 2022,Lewis,WA,Passenger,267,186,453,59797,60250,0.75
September 30 2023,Clallam,WA,Passenger,614,300,914,48943,49857,1.83
March 31 2022,Benton,WA,Passenger,696,443,1139,135569,136708,0.83
February 28 2022,Douglas,WA,Truck,0,0,0,12677,12677,0
January 31 2023,Mason,WA,Passenger,378,189,567,46693,47260,1.2
March 31 2023,Garfield,WA,Passenger,1,3,4,1311,1315,0.3
May 31 2023,Okanogan,WA,Passenger,122,62,184,26143,26327,0.7
February 28 2022,Kittitas,WA,Truck,0,0,0,14752,14752,0
April 30 2023,Douglas,WA,Passenger,188,59,247,28632,28879,0.86
October 31 2023,Adams,WA,Truck,3,0,3,5349,5352,0.06
August 31 2023,Skamania,WA,Passenger,115,56,171,8059,8230,2.08
June 30 2022,Jefferson,WA,Truck,2,0,2,9456,9458,0.02
September 30 2022,Benton,WA,Truck,5,0,5,43341,43346,0.01
January 31 2022,Yakima,WA,Truck,0,0,0,61587,61587,0
June 30 2022,Asotin,WA,Passenger,23,19,42,12695,12737,0.33
November 30 2023,Chelan,WA,Passenger,731,203,934,54221,55155,1.69
July 31 2023,Kitsap,WA,Truck,80,0,80,52093,52173,0.15
September 30 2022,Clallam,WA,Truck,6,0,6,21863,21869,0.03
June 30 2022,Klickitat,WA,Passenger,102,55,157,15215,15372,1.02
July 31 2022,Adams,WA,Passenger,19,10,29,12900,12929,0.22
June 30 2023,Chelan,WA,Truck,31,0,31,23139,23170,0.13
May 31 2022,San Juan,WA,Passenger,499,152,651,14077,14728,4.42
September 30 2022,Asotin,WA,Truck,0,0,0,6686,6686,0
November 30 2023,Lincoln,WA,Truck,0,0,0,4795,4795,0
June 30 2023,Pierce,WA,Passenger,7598,2786,10384,529373,539757,1.92
October 31 2023,Mason,WA,Passenger,512,221,733,46136,46869,1.56
October 31 2022,Skagit,WA,Passenger,886,349,1235,89304,90539,1.36
April 30 2023,Grays Harbor,WA,Passenger,288,182,470,48342,48812,0.96
May 31 2023,Kittitas,WA,Truck,8,0,8,14548,14556,0.05
January 31 2023,Pend Oreille,WA,Passenger,23,14,37,8918,8955,0.41
March 31 2023,Douglas,WA,Truck,6,0,6,12877,12883,0.05
January 31 2022,Mason,WA,Passenger,270,158,428,47718,48146,0.89
November 30 2022,Mason,WA,Truck,7,0,7,20847,20854,0.03
March 31 2022,Chelan,WA,Passenger,437,122,559,54551,55110,1.01
April 30 2023,Grant,WA,Passenger,267,114,381,66789,67170,0.57
August 31 2022,San Juan,WA,Passenger,529,162,691,13974,14665,4.71
February 28 2023,Whitman,WA,Truck,4,0,4,8641,8645,0.05
February 28 2023,Pacific,WA,Passenger,72,82,154,15637,15791,0.98
December 31 2022,Yakima,WA,Truck,6,0,6,61135,61141,0.01
June 30 2023,Walla Walla,WA,Passenger,221,110,331,35430,35761,0.93
July 31 2022,Cowlitz,WA,Passenger,348,171,519,70454,70973,0.73
November 30 2023,Ferry,WA,Passenger,23,4,27,4293,4320,0.62
March 31 2022,Klickitat,WA,Passenger,95,54,149,15312,15461,0.96
November 30 2023,Jefferson,WA,Truck,15,0,15,9267,9282,0.16
September 30 2023,King,WA,Truck,860,2,862,174039,174901,0.49
June 30 2023,Grays Harbor,WA,Passenger,297,187,484,48319,48803,0.99
January 31 2022,Clallam,WA,Truck,1,0,1,22119,22120,0
April 30 2022,Douglas,WA,Passenger,126,57,183,28506,28689,0.64
March 31 2022,Whitman,WA,Truck,0,0,0,8580,8580,0
November 30 2023,Columbia,WA,Truck,0,0,0,1556,1556,0
August 31 2023,Spokane,WA,Passenger,2456,1184,3640,322110,325750,1.12
May 31 2023,San Juan,WA,Truck,12,0,12,5926,5938,0.2
January 31 2022,Franklin,WA,Passenger,169,101,270,62091,62361,0.43
June 30 2023,Island,WA,Passenger,1073,437,1510,60795,62305,2.42
February 28 2022,King,WA,Truck,22,1,23,182312,182335,0.01
August 31 2022,Wahkiakum,WA,Truck,1,0,1,1800,1801,0.06
March 31 2022,Jefferson,WA,Truck,0,0,0,9541,9541,0
August 31 2022,Chelan,WA,Truck,5,0,5,23034,23039,0.02
June 30 2023,Thurston,WA,Truck,60,0,60,53858,53918,0.11
August 31 2022,Walla Walla,WA,Passenger,179,103,282,35760,36042,0.78
July 31 2023,Jefferson,WA,Truck,12,0,12,9310,9322,0.13
June 30 2023,Whitman,WA,Truck,4,0,4,8597,8601,0.05
August 31 2022,Pend Oreille,WA,Truck,0,0,0,5624,5624,0
August 31 2022,Snohomish,WA,Passenger,8919,2591,11510,530372,541882,2.12
January 31 2022,Jefferson,WA,Passenger,384,198,582,24657,25239,2.31
January 31 2022,San Juan,WA,Truck,1,0,1,6020,6021,0.02
August 31 2022,Okanogan,WA,Passenger,86,48,134,26271,26405,0.51
January 31 2022,Pend Oreille,WA,Truck,0,0,0,5719,5719,0
August 31 2022,Jefferson,WA,Truck,3,0,3,9416,9419,0.03
August 31 2023,Okanogan,WA,Passenger,135,67,202,26097,26299,0.77
April 30 2023,Asotin,WA,Passenger,34,20,54,12312,12366,0.44
January 31 2023,Yakima,WA,Truck,8,0,8,61127,61135,0.01
November 30 2023,San Juan,WA,Truck,22,0,22,5899,5921,0.37
August 31 2022,Spokane,WA,Passenger,1737,878,2615,323763,326378,0.8
November 30 2022,Stevens,WA,Truck,2,0,2,18812,18814,0.01
February 28 2022,Island,WA,Truck,1,0,1,21412,21413,0
August 31 2023,Walla Walla,WA,Truck,7,0,7,13638,13645,0.05
August 31 2022,Garfield,WA,Truck,0,0,0,972,972,0
August 31 2023,Ferry,WA,Passenger,20,4,24,4298,4322,0.56
February 28 2023,Clark,WA,Passenger,5172,2102,7274,313589,320863,2.27
November 30 2023,Ferry,WA,Truck,0,0,0,3541,3541,0
October 31 2022,King,WA,Truck,300,2,302,179003,179305,0.17
September 30 2022,Kittitas,WA,Truck,4,0,4,14593,14597,0.03
June 30 2023,Mason,WA,Truck,12,0,12,20697,20709,0.06
June 30 2023,Garfield,WA,Passenger,1,3,4,1296,1300,0.31
March 31 2022,Skagit,WA,Passenger,732,326,1058,90354,91412,1.16
April 30 2023,Kittitas,WA,Truck,8,0,8,14523,14531,0.06
December 31 2022,San Juan,WA,Passenger,559,170,729,13880,14609,4.99
November 30 2022,Okanogan,WA,Truck,2,0,2,16444,16446,0.01
July 31 2022,Pend Oreille,WA,Truck,0,0,0,5636,5636,0
October 31 2023,Kittitas,WA,Passenger,431,114,545,29339,29884,1.82
November 30 2022,Clallam,WA,Truck,8,0,8,21856,21864,0.04
August 31 2022,Snohomish,WA,Truck,45,0,45,123061,123106,0.04
January 31 2023,Asotin,WA,Truck,0,0,0,6660,6660,0
February 28 2023,Columbia,WA,Passenger,8,1,9,2416,2425,0.37
August 31 2022,Grays Harbor,WA,Truck,2,0,2,21186,21188,0.01
March 31 2022,Klickitat,WA,Truck,0,0,0,8298,8298,0
February 28 2022,Stevens,WA,Passenger,59,47,106,30043,30149,0.35
May 31 2022,Snohomish,WA,Truck,6,0,6,124017,124023,0
October 31 2023,Columbia,WA,Passenger,12,0,12,2422,2434,0.49
July 31 2022,Douglas,WA,Truck,1,0,1,12741,12742,0.01
August 31 2023,Grays Harbor,WA,Truck,9,0,9,20869,20878,0.04
May 31 2023,Thurston,WA,Passenger,3025,1207,4232,189885,194117,2.18
March 31 2023,Kittitas,WA,Truck,7,0,7,14552,14559,0.05
February 28 2023,Ferry,WA,Passenger,21,4,25,4338,4363,0.57
December 31 2023,Lincoln,WA,Passenger,22,25,47,7604,7651,0.61
January 31 2022,Pacific,WA,Passenger,55,63,118,16034,16152,0.73
September 30 2023,Skamania,WA,Passenger,121,55,176,8031,8207,2.14
April 30 2023,Walla Walla,WA,Passenger,213,114,327,35394,35721,0.92
July 31 2022,Columbia,WA,Truck,0,0,0,1575,1575,0
August 31 2022,Kittitas,WA,Passenger,283,88,371,29575,29946,1.24
October 31 2022,Garfield,WA,Passenger,1,3,4,1301,1305,0.31
December 31 2022,Stevens,WA,Truck,2,0,2,18780,18782,0.01
April 30 2023,Grays Harbor,WA,Truck,4,0,4,20961,20965,0.02
July 31 2023,Okanogan,WA,Passenger,127,65,192,26065,26257,0.73
October 31 2022,Kittitas,WA,Truck,5,0,5,14588,14593,0.03
April 30 2022,Whitman,WA,Truck,0,0,0,8575,8575,0
April 30 2022,Okanogan,WA,Truck,0,0,0,16669,16669,0
April 30 2022,Garfield,WA,Truck,0,0,0,987,987,0
May 31 2022,Chelan,WA,Passenger,450,126,576,54324,54900,1.05
March 31 2022,Cowlitz,WA,Passenger,293,172,465,70997,71462,0.65
January 31 2022,Thurston,WA,Passenger,1917,973,2890,195919,198809,1.45
January 31 2022,Chelan,WA,Passenger,421,117,538,54551,55089,0.98
April 30 2022,Wahkiakum,WA,Passenger,20,11,31,3077,3108,1
February 28 2023,Skagit,WA,Truck,13,0,13,32019,32032,0.04
October 31 2023,Asotin,WA,Passenger,40,25,65,12267,12332,0.53
September 30 2023,Snohomish,WA,Passenger,14430,3315,17745,526765,544510,3.26
June 30 2023,Spokane,WA,Truck,39,0,39,101626,101665,0.04
September 30 2023,Skagit,WA,Truck,27,0,27,31756,31783,0.08
December 31 2022,Island,WA,Passenger,927,395,1322,61134,62456,2.12
January 31 2023,Mason,WA,Truck,8,0,8,20847,20855,0.04
February 28 2022,King,WA,Passenger,37180,10517,47697,1352413,1400110,3.41
October 31 2022,Okanogan,WA,Truck,1,0,1,16448,16449,0.01
November 30 2022,Lewis,WA,Truck,2,0,2,26287,26289,0.01
May 31 2022,Mason,WA,Truck,1,0,1,21021,21022,0
August 31 2022,Klickitat,WA,Truck,2,0,2,8258,8260,0.02
December 31 2022,Benton,WA,Passenger,930,499,1429,135519,136948,1.04
June 30 2022,Stevens,WA,Truck,0,0,0,18912,18912,0
May 31 2023,Klickitat,WA,Truck,11,0,11,8248,8259,0.13
November 30 2023,Snohomish,WA,Truck,253,0,253,120561,120814,0.21
May 31 2023,Asotin,WA,Passenger,35,19,54,12353,12407,0.44
May 31 2022,Pacific,WA,Passenger,60,68,128,15884,16012,0.8
June 30 2023,Yakima,WA,Passenger,502,258,760,165977,166737,0.46
September 30 2023,Cowlitz,WA,Passenger,540,231,771,69828,70599,1.09
September 30 2023,Kitsap,WA,Truck,87,0,87,52039,52126,0.17
August 31 2023,Clark,WA,Passenger,6355,2427,8782,313185,321967,2.73
November 30 2022,Grays Harbor,WA,Truck,3,0,3,21080,21083,0.01
May 31 2022,Thurston,WA,Truck,4,0,4,55314,55318,0.01
April 30 2022,Ferry,WA,Passenger,19,4,23,4397,4420,0.52
January 31 2023,Stevens,WA,Passenger,96,56,152,29858,30010,0.51
June 30 2022,Columbia,WA,Passenger,7,0,7,2443,2450,0.29
June 30 2023,Lewis,WA,Passenger,332,211,543,59261,59804,0.91
June 30 2022,Ferry,WA,Passenger,19,4,23,4402,4425,0.52
August 31 2022,Ferry,WA,Truck,0,0,0,3581,3581,0
March 31 2023,Stevens,WA,Truck,2,0,2,18711,18713,0.01
September 30 2022,Pierce,WA,Passenger,5518,2420,7938,540260,548198,1.45
July 31 2022,Adams,WA,Truck,1,0,1,5455,5456,0.02
June 30 2023,Whitman,WA,Passenger,149,79,228,21932,22160,1.03
February 28 2022,Lewis,WA,Truck,0,0,0,26591,26591,0
October 31 2022,Walla Walla,WA,Passenger,190,106,296,35653,35949,0.82
August 31 2023,Walla Walla,WA,Passenger,234,118,352,35387,35739,0.98
September 30 2022,Benton,WA,Passenger,832,480,1312,135357,136669,0.96
February 28 2022,Grant,WA,Passenger,142,99,241,66729,66970,0.36
June 30 2022,Franklin,WA,Passenger,186,109,295,61918,62213,0.47
July 31 2022,Asotin,WA,Passenger,24,19,43,12601,12644,0.34
December 31 2023,Thurston,WA,Truck,92,0,92,53472,53564,0.17
March 31 2023,Klickitat,WA,Passenger,132,59,191,15134,15325,1.25
July 31 2022,Skagit,WA,Truck,5,0,5,32255,32260,0.02
April 30 2023,King,WA,Passenger,53782,13743,67525,1319455,1386980,4.87
June 30 2022,Adams,WA,Passenger,17,10,27,12898,12925,0.21
December 31 2022,Klickitat,WA,Passenger,122,51,173,15089,15262,1.13
February 28 2023,Grant,WA,Passenger,242,114,356,66796,67152,0.53
February 28 2022,Yakima,WA,Passenger,301,178,479,167876,168355,0.28
May 31 2023,Mason,WA,Passenger,430,205,635,46237,46872,1.35
October 31 2023,Chelan,WA,Truck,35,0,35,23148,23183,0.15
July 31 2023,Pend Oreille,WA,Passenger,30,14,44,8838,8882,0.5
December 31 2022,Garfield,WA,Passenger,1,3,4,1300,1304,0.31
August 31 2022,Lewis,WA,Truck,0,0,0,26298,26298,0
January 31 2022,Pacific,WA,Truck,0,0,0,8016,8016,0
May 31 2023,Pacific,WA,Passenger,73,92,165,15566,15731,1.05
May 31 2023,Jefferson,WA,Truck,12,0,12,9302,9314,0.13
June 30 2022,Clark,WA,Truck,7,0,7,82737,82744,0.01
May 31 2022,Asotin,WA,Passenger,23,19,42,12695,12737,0.33
April 30 2022,Columbia,WA,Truck,0,0,0,1586,1586,0
March 31 2023,Grant,WA,Passenger,255,113,368,66840,67208,0.55
October 31 2022,Grays Harbor,WA,Truck,2,0,2,21064,21066,0.01
October 31 2022,Chelan,WA,Truck,8,0,8,23056,23064,0.03
March 31 2022,Walla Walla,WA,Truck,0,0,0,14025,14025,0
December 31 2022,Columbia,WA,Passenger,7,1,8,2434,2442,0.33
August 31 2023,Douglas,WA,Truck,7,0,7,13062,13069,0.05
February 28 2022,Benton,WA,Passenger,662,450,1112,135663,136775,0.81
March 31 2023,Franklin,WA,Passenger,285,130,415,61814,62229,0.67
February 28 2023,Franklin,WA,Passenger,275,128,403,61774,62177,0.65
August 31 2023,Snohomish,WA,Truck,198,0,198,121160,121358,0.16
January 31 2023,Klickitat,WA,Passenger,126,53,179,15117,15296,1.17
September 30 2023,Garfield,WA,Truck,0,0,0,973,973,0
December 31 2022,Franklin,WA,Passenger,252,120,372,61658,62030,0.6
October 31 2023,Okanogan,WA,Passenger,145,75,220,26081,26301,0.84
December 31 2023,Skagit,WA,Truck,32,0,32,31681,31713,0.1
October 31 2022,Pend Oreille,WA,Passenger,18,12,30,8978,9008,0.33
December 31 2022,Klickitat,WA,Truck,4,0,4,8227,8231,0.05
December 31 2023,Clallam,WA,Passenger,667,316,983,48939,49922,1.97
August 31 2022,Island,WA,Truck,8,0,8,21243,21251,0.04
September 30 2023,Asotin,WA,Passenger,40,25,65,12294,12359,0.53
February 28 2023,Whitman,WA,Passenger,124,70,194,21933,22127,0.88
September 30 2022,Pacific,WA,Passenger,70,74,144,15730,15874,0.91
July 31 2022,Garfield,WA,Truck,0,0,0,971,971,0
May 31 2023,Mason,WA,Truck,11,0,11,20694,20705,0.05
February 28 2022,Thurston,WA,Truck,3,0,3,55723,55726,0.01
January 31 2022,Snohomish,WA,Passenger,7215,2276,9491,536105,545596,1.74
December 31 2022,Island,WA,Truck,16,0,16,21145,21161,0.08
September 30 2022,Grant,WA,Passenger,201,108,309,66642,66951,0.46
July 31 2022,Walla Walla,WA,Passenger,175,98,273,35773,36046,0.76
January 31 2023,Skamania,WA,Passenger,93,53,146,8090,8236,1.77
June 30 2023,Island,WA,Truck,31,0,31,20979,21010,0.15
January 31 2023,Whatcom,WA,Truck,37,0,37,42940,42977,0.09
October 31 2023,Mason,WA,Truck,17,0,17,20571,20588,0.08
April 30 2022,Skamania,WA,Truck,0,0,0,3973,3973,0
October 31 2023,Klickitat,WA,Passenger,174,70,244,15059,15303,1.59
September 30 2023,Klickitat,WA,Truck,12,0,12,8205,8217,0.15
April 30 2022,Whitman,WA,Passenger,83,56,139,21995,22134,0.63
December 31 2023,Garfield,WA,Truck,0,0,0,978,978,0
March 31 2023,Whitman,WA,Passenger,130,71,201,21934,22135,0.91
April 30 2023,Snohomish,WA,Passenger,11685,2927,14612,527978,542590,2.69
July 31 2022,Skamania,WA,Truck,0,0,0,3940,3940,0
January 31 2022,Kittitas,WA,Passenger,215,72,287,29791,30078,0.95
April 30 2022,Snohomish,WA,Passenger,7961,2416,10377,533404,543781,1.91
March 31 2023,Wahkiakum,WA,Truck,2,0,2,1786,1788,0.11
February 28 2022,San Juan,WA,Truck,1,0,1,6015,6016,0.02
July 31 2023,San Juan,WA,Passenger,627,175,802,13779,14581,5.5
July 31 2023,Jefferson,WA,Passenger,577,262,839,24239,25078,3.35
June 30 2023,Wahkiakum,WA,Truck,2,0,2,1774,1776,0.11
January 31 2023,Franklin,WA,Truck,4,0,4,20945,20949,0.02
February 28 2023,Island,WA,Truck,19,0,19,21021,21040,0.09
April 30 2023,Stevens,WA,Passenger,107,61,168,29672,29840,0.56
September 30 2022,Lewis,WA,Passenger,251,179,430,59715,60145,0.71
May 31 2022,Pierce,WA,Passenger,4943,2283,7226,545452,552678,1.31
September 30 2023,Spokane,WA,Passenger,2552,1235,3787,321964,325751,1.16
November 30 2023,Yakima,WA,Truck,16,0,16,60851,60867,0.03
April 30 2023,Pierce,WA,Passenger,7124,2667,9791,531522,541313,1.81
April 30 2022,Cowlitz,WA,Truck,0,1,1,28704,28705,0
February 28 2023,Kitsap,WA,Passenger,2889,1169,4058,176095,180153,2.25
April 30 2022,Franklin,WA,Passenger,179,105,284,61926,62210,0.46
January 31 2023,Snohomish,WA,Truck,112,0,112,122283,122395,0.09
October 31 2023,Asotin,WA,Truck,0,0,0,6628,6628,0
August 31 2022,Franklin,WA,Passenger,224,113,337,61859,62196,0.54
October 31 2023,Kitsap,WA,Truck,91,0,91,51917,52008,0.17
August 31 2023,Clallam,WA,Passenger,600,298,898,48961,49859,1.8
November 30 2022,Chelan,WA,Truck,11,0,11,23110,23121,0.05
December 31 2023,Lewis,WA,Passenger,402,308,710,59531,60241,1.18
September 30 2023,San Juan,WA,Passenger,655,185,840,13751,14591,5.76
September 30 2023,Grant,WA,Truck,12,0,12,28089,28101,0.04
October 31 2022,King,WA,Passenger,45294,11903,57197,1339149,1396346,4.1
May 31 2023,Spokane,WA,Truck,38,0,38,101610,101648,0.04
April 30 2022,Whatcom,WA,Truck,4,0,4,43413,43417,0.01
November 30 2022,Jefferson,WA,Passenger,476,230,706,24347,25053,2.82
November 30 2022,Garfield,WA,Truck,0,0,0,976,976,0
August 31 2022,Benton,WA,Passenger,813,470,1283,135130,136413,0.94
May 31 2022,Spokane,WA,Passenger,1538,829,2367,324619,326986,0.72
May 31 2022,King,WA,Truck,43,1,44,181008,181052,0.02
February 28 2023,Whatcom,WA,Passenger,2223,823,3046,148439,151485,2.01
January 31 2023,Lewis,WA,Passenger,280,190,470,59646,60116,0.78
January 31 2022,Kitsap,WA,Truck,0,0,0,54051,54051,0
November 30 2023,Chelan,WA,Truck,39,0,39,23129,23168,0.17
September 30 2023,Pierce,WA,Passenger,8573,2975,11548,527235,538783,2.14
August 31 2023,Snohomish,WA,Passenger,13952,3224,17176,527218,544394,3.16
June 30 2022,Yakima,WA,Passenger,336,190,526,166860,167386,0.31
September 30 2022,Asotin,WA,Passenger,25,19,44,12556,12600,0.35
August 31 2023,Skamania,WA,Truck,1,0,1,3828,3829,0.03
April 30 2023,Thurston,WA,Truck,55,0,55,53977,54032,0.1
February 28 2023,Adams,WA,Passenger,21,11,32,12993,13025,0.25
August 31 2022,Skamania,WA,Passenger,82,50,132,8123,8255,1.6
December 31 2023,Snohomish,WA,Passenger,16063,3581,19644,526494,546138,3.6
February 28 2022,Grays Harbor,WA,Truck,0,0,0,21328,21328,0
March 31 2022,Clark,WA,Passenger,3742,1652,5394,317912,323306,1.67
August 31 2023,Skagit,WA,Truck,26,0,26,31808,31834,0.08
May 31 2023,Whatcom,WA,Passenger,2394,870,3264,147678,150942,2.16
December 31 2023,Walla Walla,WA,Passenger,266,134,400,35400,35800,1.12
December 31 2023,Pend Oreille,WA,Passenger,34,21,55,8750,8805,0.62
November 30 2023,Pacific,WA,Truck,5,0,5,7820,7825,0.06
March 31 2022,Douglas,WA,Passenger,125,56,181,28510,28691,0.63
December 31 2022,King,WA,Passenger,48093,12231,60324,1333878,1394202,4.33
April 30 2023,San Juan,WA,Truck,12,0,12,5933,5945,0.2
October 31 2022,Lincoln,WA,Truck,0,0,0,4850,4850,0
April 30 2022,Clallam,WA,Truck,1,0,1,21974,21975,0
December 31 2023,Clark,WA,Passenger,7157,2645,9802,313691,323493,3.03
August 31 2023,Grant,WA,Passenger,307,139,446,67223,67669,0.66
April 30 2022,Clark,WA,Passenger,3861,1689,5550,317421,322971,1.72
May 31 2022,Pend Oreille,WA,Passenger,16,11,27,8993,9020,0.3
August 31 2023,Lewis,WA,Truck,8,0,8,25852,25860,0.03
June 30 2023,Whatcom,WA,Passenger,2491,881,3372,147751,151123,2.23
February 28 2023,Pend Oreille,WA,Truck,0,0,0,5577,5577,0
October 31 2023,Benton,WA,Truck,31,0,31,43110,43141,0.07
August 31 2022,Kitsap,WA,Truck,19,0,19,53146,53165,0.04
January 31 2023,Grays Harbor,WA,Truck,2,0,2,21035,21037,0.01
August 31 2022,Franklin,WA,Truck,2,0,2,20874,20876,0.01
May 31 2023,Garfield,WA,Passenger,1,3,4,1302,1306,0.31
July 31 2022,San Juan,WA,Truck,4,0,4,5943,5947,0.07
September 30 2023,Ferry,WA,Truck,0,0,0,3541,3541,0
October 31 2023,Kitsap,WA,Passenger,3715,1429,5144,175111,180255,2.85
November 30 2022,Cowlitz,WA,Truck,4,0,4,28360,28364,0.01
April 30 2023,Ferry,WA,Truck,0,0,0,3567,3567,0
May 31 2022,Douglas,WA,Truck,0,0,0,12759,12759,0
July 31 2023,Asotin,WA,Passenger,37,23,60,12331,12391,0.48
July 31 2023,Skamania,WA,Passenger,113,57,170,8039,8209,2.07
April 30 2023,Yakima,WA,Passenger,465,242,707,165716,166423,0.42
June 30 2022,Thurston,WA,Truck,7,0,7,55364,55371,0.01
February 28 2022,Wahkiakum,WA,Passenger,17,11,28,3094,3122,0.9
February 28 2023,Adams,WA,Truck,2,0,2,5372,5374,0.04
July 31 2022,Lincoln,WA,Truck,0,0,0,4827,4827,0
March 31 2022,Lewis,WA,Passenger,224,166,390,59407,59797,0.65
March 31 2023,Okanogan,WA,Truck,3,0,3,16478,16481,0.02
April 30 2023,Garfield,WA,Passenger,1,3,4,1306,1310,0.31
October 31 2022,Spokane,WA,Passenger,1832,907,2739,323698,326437,0.84
March 31 2022,Clallam,WA,Truck,1,0,1,22033,22034,0
July 31 2023,Asotin,WA,Truck,0,0,0,6615,6615,0
April 30 2023,Pierce,WA,Truck,140,0,140,137525,137665,0.1
August 31 2023,San Juan,WA,Passenger,644,176,820,13761,14581,5.62
August 31 2023,Klickitat,WA,Passenger,162,65,227,15083,15310,1.48
December 31 2022,Pacific,WA,Truck,2,0,2,7821,7823,0.03
June 30 2022,Grays Harbor,WA,Passenger,210,160,370,48990,49360,0.75
March 31 2023,Asotin,WA,Truck,0,0,0,6624,6624,0
September 30 2023,Okanogan,WA,Truck,7,0,7,16368,16375,0.04
May 31 2023,Cowlitz,WA,Truck,8,0,8,28238,28246,0.03
May 31 2023,Pierce,WA,Truck,153,0,153,137138,137291,0.11
September 30 2022,Ferry,WA,Truck,0,0,0,3610,3610,0
January 31 2023,Okanogan,WA,Passenger,104,53,157,26106,26263,0.6
August 31 2023,Yakima,WA,Passenger,554,273,827,166064,166891,0.5
October 31 2022,Lewis,WA,Truck,2,0,2,26328,26330,0.01
April 30 2023,Wahkiakum,WA,Truck,2,0,2,1791,1793,0.11
September 30 2023,Walla Walla,WA,Truck,7,0,7,13667,13674,0.05
October 31 2022,Stevens,WA,Passenger,84,56,140,29930,30070,0.47
February 28 2022,Klickitat,WA,Truck,0,0,0,8319,8319,0
December 31 2023,Columbia,WA,Passenger,12,0,12,2412,2424,0.5
June 30 2023,Okanogan,WA,Truck,7,0,7,16436,16443,0.04
September 30 2022,Snohomish,WA,Truck,59,0,59,122904,122963,0.05
September 30 2022,Franklin,WA,Passenger,231,112,343,61811,62154,0.55
May 31 2023,Klickitat,WA,Passenger,144,64,208,15143,15351,1.35
July 31 2023,Grays Harbor,WA,Truck,9,0,9,20918,20927,0.04
November 30 2022,Pacific,WA,Truck,1,0,1,7835,7836,0.01
November 30 2023,Douglas,WA,Truck,8,0,8,13054,13062,0.06
February 28 2023,Clallam,WA,Truck,12,0,12,21814,21826,0.05
December 31 2023,San Juan,WA,Truck,24,0,24,5908,5932,0.4
November 30 2023,Whatcom,WA,Truck,83,0,83,42500,42583,0.19
February 28 2023,Thurston,WA,Truck,49,0,49,54404,54453,0.09
July 31 2023,Whitman,WA,Truck,5,0,5,8614,8619,0.06
September 30 2022,Kittitas,WA,Passenger,289,91,380,29576,29956,1.27
March 31 2022,Cowlitz,WA,Truck,0,1,1,28837,28838,0
July 31 2023,Okanogan,WA,Truck,7,0,7,16404,16411,0.04
December 31 2022,Skamania,WA,Truck,0,0,0,3882,3882,0
October 31 2023,Skagit,WA,Truck,31,0,31,31737,31768,0.1
October 31 2022,Whatcom,WA,Truck,20,0,20,43046,43066,0.05
